"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","81","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","updateUserRole should return false for non-existent user","updateUserRole should return false for non-existent user",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","20","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","login should return user id for existing username","login should return user id for existing username",""
"passed","Sat Oct 18 18:38:41 GMT 2025","Sat Oct 18 18:38:41 GMT 2025","70","","com.distributed_messenger.unit.services.FileServiceUnitTest","","com.distributed_messenger.unit.services.FileServiceUnitTest","getFile should return null when file does not exist","getFile should return null when file does not exist",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","59","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","deleteUser should remove the user from database","deleteUser should remove the user from database",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","96","","com.distributed_messenger.unit.repositories.MessageRepositoryUnitTest","","com.distributed_messenger.unit.repositories.MessageRepositoryUnitTest","getMessagesAfter should return only messages after the given timestamp","getMessagesAfter should return only messages after the given timestamp",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","62","","com.distributed_messenger.unit.repositories.FileRepositoryUnitTest","","com.distributed_messenger.unit.repositories.FileRepositoryUnitTest","getFile with a non-existent id should return null","getFile with a non-existent id should return null",""
"passed","Sat Oct 18 18:38:35 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","1254","","com.distributed_messenger.unit.services.BlockServiceUnitTest","","com.distributed_messenger.unit.services.BlockServiceUnitTest","getUserBlocks should return empty list when user has no blocks","getUserBlocks should return empty list when user has no blocks",""
"passed","Sat Oct 18 18:38:35 GMT 2025","Sat Oct 18 18:38:35 GMT 2025","62","","com.distributed_messenger.unit.services.BlockServiceUnitTest","","com.distributed_messenger.unit.services.BlockServiceUnitTest","unblockUser should return true when successful","unblockUser should return true when successful",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","78","","com.distributed_messenger.unit.repositories.FileRepositoryUnitTest","","com.distributed_messenger.unit.repositories.FileRepositoryUnitTest","getFilesByUser should return files only for the specified user","getFilesByUser should return files only for the specified user",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","70","","com.distributed_messenger.unit.repositories.MessageHistoryRepositoryUnitTest","","com.distributed_messenger.unit.repositories.MessageHistoryRepositoryUnitTest","getHistoryForMessage for a message with no history should return an empty list","getHistoryForMessage for a message with no history should return an empty list",""
"passed","Sat Oct 18 18:38:38 GMT 2025","Sat Oct 18 18:38:38 GMT 2025","18","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","updateUserRole should return false for non-existent user","updateUserRole should return false for non-existent user",""
"passed","Sat Oct 18 18:38:33 GMT 2025","Sat Oct 18 18:38:35 GMT 2025","1656","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","getMessageHistory should return empty list when no history exists","getMessageHistory should return empty list when no history exists",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","11","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","login should return null for non-existent username","login should return null for non-existent username",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","48","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","getUser with non-existent id should return null","getUser with non-existent id should return null",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","51","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","addUser should correctly save a user and allow retrieval","addUser should correctly save a user and allow retrieval",""
"passed","Sat Oct 18 18:38:38 GMT 2025","Sat Oct 18 18:38:38 GMT 2025","27","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","deleteUser should return false when repository fails","deleteUser should return false when repository fails",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","116","","com.distributed_messenger.unit.repositories.MessageRepositoryUnitTest","","com.distributed_messenger.unit.repositories.MessageRepositoryUnitTest","addMessage should save a message and allow retrieval","addMessage should save a message and allow retrieval",""
"passed","Sat Oct 18 18:38:10 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","5967","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","getUser should retrieve an existing user","getUser should retrieve an existing user",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","37","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","deleteUser for non-existent user should return false","deleteUser for non-existent user should return false",""
"passed","Sat Oct 18 18:38:36 GMT 2025","Sat Oct 18 18:38:36 GMT 2025","47","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","getMessage should return null when it does not exist","getMessage should return null when it does not exist",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","61","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","deleteUser should remove the user from database","deleteUser should remove the user from database",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:38 GMT 2025","107","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","deleteUser should remove user from the database","deleteUser should remove user from the database",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","52","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","login should return null for non-existent user","login should return null for non-existent user",""
"passed","Sat Oct 18 18:38:38 GMT 2025","Sat Oct 18 18:38:38 GMT 2025","20","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","getUser should return user when user exists","getUser should return user when user exists",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","197","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","deleteUser should return true when repository succeeds","deleteUser should return true when repository succeeds",""
"passed","Sat Oct 18 18:38:35 GMT 2025","Sat Oct 18 18:38:35 GMT 2025","83","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","getMessage should return message when it exists","getMessage should return message when it exists",""
"passed","Sat Oct 18 18:38:10 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","6201","","com.distributed_messenger.unit.repositories.AppSettingsRepositoryUnitTest","","com.distributed_messenger.unit.repositories.AppSettingsRepositoryUnitTest","updateSetting with invalid value should throw IllegalArgumentException","updateSetting with invalid value should throw IllegalArgumentException",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","45","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","findByUsername should return null for non-existent username","findByUsername should return null for non-existent username",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","53","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","getAllUsers should return an empty list when no users exist","getAllUsers should return an empty list when no users exist",""
"passed","Sat Oct 18 18:38:36 GMT 2025","Sat Oct 18 18:38:36 GMT 2025","42","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","sendMessage should save message, send it to network and return id","sendMessage should save message, send it to network and return id",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","126","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","updateUserRole should change role in the database","updateUserRole should change role in the database",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","37","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","updateUser should correctly change user data","updateUser should correctly change user data",""
"passed","Sat Oct 18 18:38:36 GMT 2025","Sat Oct 18 18:38:36 GMT 2025","22","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","getChatMessages should return list of messages for a chat","getChatMessages should return list of messages for a chat",""
"passed","Sat Oct 18 18:38:24 GMT 2025","Sat Oct 18 18:38:36 GMT 2025","11567","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","findByUserName should return user for existing username","findByUserName should return user for existing username",""
"passed","Sat Oct 18 18:41:37 GMT 2025","Sat Oct 18 18:41:37 GMT 2025","143","","com.distributed_messenger.e2e.UserLifecycleE2ETest","","com.distributed_messenger.e2e.UserLifecycleE2ETest","userFullLifecycleScenarioCRUD","userFullLifecycleScenarioCRUD",""
"passed","Sat Oct 18 18:38:38 GMT 2025","Sat Oct 18 18:38:38 GMT 2025","65","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","updateUser should return false for non-existent user","updateUser should return false for non-existent user",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","44","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","deleteUser for non-existent user should return false","deleteUser for non-existent user should return false",""
"passed","Sat Oct 18 18:38:38 GMT 2025","Sat Oct 18 18:38:38 GMT 2025","42","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","updateUserRole should return true for existing user","updateUserRole should return true for existing user",""
"passed","Sat Oct 18 18:38:38 GMT 2025","Sat Oct 18 18:38:38 GMT 2025","22","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","register should call repository and return new user id","register should call repository and return new user id",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","63","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","updateUser should correctly change user data","updateUser should correctly change user data",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","127","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","findByUsername should return correct user when exists","findByUsername should return correct user when exists",""
"passed","Sat Oct 18 18:38:10 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","6200","","com.distributed_messenger.unit.repositories.ChatRepositoryUnitTest","","com.distributed_messenger.unit.repositories.ChatRepositoryUnitTest","getChatsByUser should return all chats for a specific user","getChatsByUser should return all chats for a specific user",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","131","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","deleteUser should return false for non-existent user","deleteUser should return false for non-existent user",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","88","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","register should create a user in the database","register should create a user in the database",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","68","","com.distributed_messenger.unit.repositories.ChatRepositoryUnitTest","","com.distributed_messenger.unit.repositories.ChatRepositoryUnitTest","getChat for non-existent id should return null","getChat for non-existent id should return null",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","38","","com.distributed_messenger.unit.services.BlockServiceUnitTest","","com.distributed_messenger.unit.services.BlockServiceUnitTest","blockUser should throw exception when repository fails","blockUser should throw exception when repository fails",""
"passed","Sat Oct 18 18:38:33 GMT 2025","Sat Oct 18 18:38:33 GMT 2025","29","","com.distributed_messenger.unit.services.AppSettingsServiceUnitTest","","com.distributed_messenger.unit.services.AppSettingsServiceUnitTest","updateSetting should propagate exception from repository","updateSetting should propagate exception from repository",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","26","","com.distributed_messenger.unit.services.ChatServiceUnitTest","","com.distributed_messenger.unit.services.ChatServiceUnitTest","joinChatNetwork should delegate call to p2pTransport","joinChatNetwork should delegate call to p2pTransport",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","50","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","updateUser for non-existent user should return false","updateUser for non-existent user should return false",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","68","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","getAllUsers should return all added users","getAllUsers should return all added users",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","51","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","getUser should return null for non-existent id","getUser should return null for non-existent id",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","17","","com.distributed_messenger.unit.services.BlockServiceUnitTest","","com.distributed_messenger.unit.services.BlockServiceUnitTest","unblockUser should return false when repository fails","unblockUser should return false when repository fails",""
"passed","Sat Oct 18 18:38:38 GMT 2025","Sat Oct 18 18:38:38 GMT 2025","70","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","getAllUsers should return empty list when database is empty","getAllUsers should return empty list when database is empty",""
"passed","Sat Oct 18 18:38:33 GMT 2025","Sat Oct 18 18:38:33 GMT 2025","63","","com.distributed_messenger.unit.services.AppSettingsServiceUnitTest","","com.distributed_messenger.unit.services.AppSettingsServiceUnitTest","getSetting should return value when setting exists","getSetting should return value when setting exists",""
"passed","Sat Oct 18 18:38:35 GMT 2025","Sat Oct 18 18:38:35 GMT 2025","712","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","editMessage should return false when message to edit is not found","editMessage should return false when message to edit is not found",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","176","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","getAllUsers should return all users from database","getAllUsers should return all users from database",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","52","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","findByUsername should return null for non-existent username","findByUsername should return null for non-existent username",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","54","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","updateUser for non-existent user should return false","updateUser for non-existent user should return false",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","138","","com.distributed_messenger.unit.services.BlockServiceUnitTest","","com.distributed_messenger.unit.services.BlockServiceUnitTest","getBlock should return null when block does not exist","getBlock should return null when block does not exist",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","69","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","getUser should retrieve an existing user","getUser should retrieve an existing user",""
"passed","Sat Oct 18 18:38:36 GMT 2025","Sat Oct 18 18:38:36 GMT 2025","38","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","deleteMessage should return true when deletion is successful","deleteMessage should return true when deletion is successful",""
"passed","Sat Oct 18 18:38:33 GMT 2025","Sat Oct 18 18:38:33 GMT 2025","18","","com.distributed_messenger.unit.services.AppSettingsServiceUnitTest","","com.distributed_messenger.unit.services.AppSettingsServiceUnitTest","getSetting should return null when setting does not exist","getSetting should return null when setting does not exist",""
"passed","Sat Oct 18 18:38:41 GMT 2025","Sat Oct 18 18:38:41 GMT 2025","308","","com.distributed_messenger.unit.services.FileServiceUnitTest","","com.distributed_messenger.unit.services.FileServiceUnitTest","getUserFiles should return a list of files for a user","getUserFiles should return a list of files for a user",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","13","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","getAllUsers should return a list of users","getAllUsers should return a list of users",""
"passed","Sat Oct 18 18:38:36 GMT 2025","Sat Oct 18 18:38:36 GMT 2025","349","","com.distributed_messenger.unit.services.ChatServiceUnitTest","","com.distributed_messenger.unit.services.ChatServiceUnitTest","getChat should return null when chat does not exist","getChat should return null when chat does not exist",""
"passed","Sat Oct 18 18:38:38 GMT 2025","Sat Oct 18 18:38:41 GMT 2025","2767","","com.distributed_messenger.unit.services.FileServiceUnitTest","","com.distributed_messenger.unit.services.FileServiceUnitTest","deleteFile should return false on failed deletion","deleteFile should return false on failed deletion",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","110","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","updateUser should change username in the database","updateUser should change username in the database",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","85","","com.distributed_messenger.unit.repositories.ChatRepositoryUnitTest","","com.distributed_messenger.unit.repositories.ChatRepositoryUnitTest","addChat should correctly save a chat","addChat should correctly save a chat",""
"passed","Sat Oct 18 18:38:36 GMT 2025","Sat Oct 18 18:38:36 GMT 2025","177","","com.distributed_messenger.unit.services.ChatServiceUnitTest","","com.distributed_messenger.unit.services.ChatServiceUnitTest","updateChat should return true when successful","updateChat should return true when successful",""
"passed","Sat Oct 18 18:38:41 GMT 2025","Sat Oct 18 18:38:41 GMT 2025","20","","com.distributed_messenger.unit.services.FileServiceUnitTest","","com.distributed_messenger.unit.services.FileServiceUnitTest","uploadFile should call repository and return new file id on success","uploadFile should call repository and return new file id on success",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","58","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","getAllUsers should return all added users","getAllUsers should return all added users",""
"passed","Sat Oct 18 18:38:36 GMT 2025","Sat Oct 18 18:38:36 GMT 2025","179","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","findByUserName should return null for non-existent user","findByUserName should return null for non-existent user",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","204","","com.distributed_messenger.unit.repositories.MessageHistoryRepositoryUnitTest","","com.distributed_messenger.unit.repositories.MessageHistoryRepositoryUnitTest","addMessageHistory should save a history entry","addMessageHistory should save a history entry",""
"passed","Sat Oct 18 18:38:38 GMT 2025","Sat Oct 18 18:38:38 GMT 2025","76","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","","com.distributed_messenger.integration.services.UserServiceIntegrationTest","getUser should return user for existing id","getUser should return user for existing id",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","62","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","","com.distributed_messenger.integration.repositories.UserRepositoryIntegrationTest","addUser should correctly save a user and allow retrieval","addUser should correctly save a user and allow retrieval",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","14","","com.distributed_messenger.unit.services.UserServiceUnitTest","","com.distributed_messenger.unit.services.UserServiceUnitTest","getAllUsers should return an empty list when no users exist","getAllUsers should return an empty list when no users exist",""
"passed","Sat Oct 18 18:38:17 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","107","","com.distributed_messenger.unit.repositories.FileRepositoryUnitTest","","com.distributed_messenger.unit.repositories.FileRepositoryUnitTest","addFile should correctly save a file","addFile should correctly save a file",""
"passed","Sat Oct 18 18:38:35 GMT 2025","Sat Oct 18 18:38:36 GMT 2025","190","","com.distributed_messenger.unit.services.MessageServiceUnitTest","","com.distributed_messenger.unit.services.MessageServiceUnitTest","sendMessage should propagate exception when repository fails","sendMessage should propagate exception when repository fails",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:17 GMT 2025","54","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","","com.distributed_messenger.unit.repositories.UserRepositoryUnitTest","findByUsername should return correct user when exists","findByUsername should return correct user when exists",""
"passed","Sat Oct 18 18:38:37 GMT 2025","Sat Oct 18 18:38:37 GMT 2025","40","","com.distributed_messenger.unit.services.BlockServiceUnitTest","","com.distributed_messenger.unit.services.BlockServiceUnitTest","getUserBlocks should return user's blocks","getUserBlocks should return user's blocks",""
"passed","Sat Oct 18 18:38:16 GMT 2025","Sat Oct 18 18:38:16 GMT 2025","106","","com.distributed_messenger.unit.repositories.AppSettingsRepositoryUnitTest","","com.distributed_messenger.unit.repositories.AppSettingsRepositoryUnitTest","updateSetting with valid value should succeed","updateSetting with valid value should succeed",""
